hospital_id,hospital_name,year,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_input_crs_grd,te_input_vrs_grd,te_input_nirs_grd,te_output_crs_grd,te_output_vrs_grd,te_output_nirs_grd,te_input_crs_region,te_input_vrs_region,te_input_nirs_region,te_output_crs_region,te_output_vrs_region,te_output_nirs_region
126100,Hospital Regional de Punta Arenas,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.97,1.05,1.1,1.09,1.07,1.05,,,,,,
126100,Hospital Regional de Punta Arenas,2017,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.07,1.1,1.13,1.16,1.17,,,,,,
126100,Hospital Regional de Punta Arenas,2018,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.94,0.97,1.0,1.03,1.06,,,,,,
126100,Hospital Regional de Punta Arenas,2019,1.13,1.13,1.13,1.13,1.13,1.13,1.11,1.09,1.07,1.05,1.02,1.0,,,,,,
126100,Hospital Regional de Punta Arenas,2020,0.55,0.55,0.55,0.55,0.55,0.55,0.58,0.69,0.83,0.99,1.18,1.41,,,,,,
129100,Hospital de Angol,2015,0.94,0.94,0.94,0.94,0.94,0.94,0.91,0.86,0.89,0.92,0.96,0.98,,,,,,
129100,Hospital de Angol,2016,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.93,0.99,0.96,0.91,0.89,,,,,,
129100,Hospital de Angol,2017,0.97,0.97,0.97,0.97,0.97,0.97,0.98,1.01,1.08,1.1,1.1,1.1,,,,,,
129100,Hospital de Angol,2018,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,,,,,,
129100,Hospital de Angol,2019,1.06,1.06,1.06,1.06,1.06,1.06,1.09,1.12,1.09,1.09,1.09,1.09,,,,,,
129100,Hospital de Angol,2020,0.73,0.73,0.73,0.73,0.73,0.73,0.78,0.79,0.74,0.68,0.67,0.66,,,,,,
129106,Hospital de Victoria,2015,1.08,1.08,1.08,1.08,1.08,1.08,1.1,1.12,1.14,1.15,1.12,1.09,,,,,,
129106,Hospital de Victoria,2016,0.69,0.69,0.69,0.69,0.69,0.69,0.55,0.57,0.61,0.64,0.7,0.75,,,,,,
129106,Hospital de Victoria,2017,1.1,1.1,1.1,1.1,1.1,1.1,1.08,1.09,1.09,1.08,1.09,1.1,,,,,,
129106,Hospital de Victoria,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.06,1.05,1.04,,,,,,
129106,Hospital de Victoria,2019,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.32,1.41,1.45,1.48,,,,,,
129106,Hospital de Victoria,2020,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.64,0.88,1.13,1.44,1.69,,,,,,
133150,Hospital de Castro,2015,0.99,0.99,0.99,0.99,0.99,0.99,1.02,1.0,0.99,1.02,1.02,1.02,,,,,,
133150,Hospital de Castro,2016,0.89,0.89,0.89,0.89,0.89,0.89,0.94,1.04,1.15,1.14,1.13,1.1,,,,,,
133150,Hospital de Castro,2017,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.97,0.95,0.93,0.92,0.91,,,,,,
133150,Hospital de Castro,2018,0.77,0.77,0.77,0.77,0.77,0.77,0.72,0.74,0.75,0.77,0.78,0.8,,,,,,
133150,Hospital de Castro,2019,1.08,1.08,1.08,1.08,1.08,1.08,1.1,1.09,1.08,1.07,1.06,1.05,,,,,,
133150,Hospital de Castro,2020,0.57,0.57,0.57,0.57,0.57,0.57,0.63,0.72,0.83,0.96,1.1,1.27,,,,,,
